problem,problem_type,n,instance,algorithm,config_label,seed,rho,archive_size,num_ants,q0,alpha,beta,max_iterations,fitness_evaluations,iterations,final_fitness,reached_optimum,best_cost,gap_percent,elapsed_seconds
tsp,tsp,52,berlin52,P-ACO,"K=5, ants=30, q0=0.9, beta=3",10,,5,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,19.292080879211426
tsp,tsp,52,berlin52,P-ACO,"K=5, ants=30, q0=0.9, beta=3",11,,5,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,19.203023195266724
tsp,tsp,52,berlin52,P-ACO,"K=5, ants=30, q0=0.9, beta=3",12,,5,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,19.31075382232666
tsp,tsp,52,berlin52,P-ACO,"K=5, ants=30, q0=0.9, beta=3",13,,5,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,19.290955066680908
tsp,tsp,52,berlin52,P-ACO,"K=5, ants=30, q0=0.9, beta=3",14,,5,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,19.32058596611023
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.7, beta=2",0,,10,30,0.7,1.0,2.0,3000,90030,3000,,,7542,0.0,20.812623977661133
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.7, beta=2",1,,10,30,0.7,1.0,2.0,3000,90030,3000,,,7542,0.0,20.714020252227783
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.7, beta=2",2,,10,30,0.7,1.0,2.0,3000,90030,3000,,,7542,0.0,20.80441403388977
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.7, beta=2",3,,10,30,0.7,1.0,2.0,3000,90030,3000,,,7542,0.0,20.778525829315186
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.7, beta=2",4,,10,30,0.7,1.0,2.0,3000,90030,3000,,,7542,0.0,20.80749797821045
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.7, beta=2",5,,10,30,0.7,1.0,2.0,3000,90030,3000,,,7542,0.0,20.867647886276245
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.7, beta=2",6,,10,30,0.7,1.0,2.0,3000,90030,3000,,,7542,0.0,20.668495178222656
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.7, beta=2",7,,10,30,0.7,1.0,2.0,3000,90030,3000,,,7542,0.0,20.64954900741577
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.7, beta=2",8,,10,30,0.7,1.0,2.0,3000,90030,3000,,,7954,5.462741978255105,20.798139810562134
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.7, beta=2",9,,10,30,0.7,1.0,2.0,3000,90030,3000,,,7715,2.2938212675682843,20.750572204589844
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.7, beta=2",10,,10,30,0.7,1.0,2.0,3000,90030,3000,,,7542,0.0,20.564555883407593
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.7, beta=2",11,,10,30,0.7,1.0,2.0,3000,90030,3000,,,7542,0.0,21.093806982040405
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.7, beta=2",12,,10,30,0.7,1.0,2.0,3000,90030,3000,,,7542,0.0,20.702612161636353
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.7, beta=2",13,,10,30,0.7,1.0,2.0,3000,90030,3000,,,7542,0.0,20.605626821517944
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.7, beta=2",14,,10,30,0.7,1.0,2.0,3000,90030,3000,,,7542,0.0,20.66524910926819
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.7, beta=3",0,,10,30,0.7,1.0,3.0,3000,90030,3000,,,7542,0.0,20.822383165359497
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.7, beta=3",1,,10,30,0.7,1.0,3.0,3000,90030,3000,,,7542,0.0,20.805027961730957
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.7, beta=3",2,,10,30,0.7,1.0,3.0,3000,90030,3000,,,7542,0.0,20.67666506767273
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.7, beta=3",3,,10,30,0.7,1.0,3.0,3000,90030,3000,,,7542,0.0,20.598821878433228
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.7, beta=3",4,,10,30,0.7,1.0,3.0,3000,90030,3000,,,7542,0.0,20.631887912750244
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.7, beta=3",5,,10,30,0.7,1.0,3.0,3000,90030,3000,,,7542,0.0,20.61146116256714
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.7, beta=3",6,,10,30,0.7,1.0,3.0,3000,90030,3000,,,7542,0.0,20.666640281677246
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.7, beta=3",7,,10,30,0.7,1.0,3.0,3000,90030,3000,,,7542,0.0,20.89676594734192
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.7, beta=3",8,,10,30,0.7,1.0,3.0,3000,90030,3000,,,7542,0.0,20.787322998046875
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.7, beta=3",9,,10,30,0.7,1.0,3.0,3000,90030,3000,,,7542,0.0,20.67332935333252
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.7, beta=3",10,,10,30,0.7,1.0,3.0,3000,90030,3000,,,7542,0.0,20.753092765808105
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.7, beta=3",11,,10,30,0.7,1.0,3.0,3000,90030,3000,,,7542,0.0,20.847925901412964
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.7, beta=3",12,,10,30,0.7,1.0,3.0,3000,90030,3000,,,7542,0.0,21.064669847488403
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.7, beta=3",13,,10,30,0.7,1.0,3.0,3000,90030,3000,,,7542,0.0,21.020776987075806
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.7, beta=3",14,,10,30,0.7,1.0,3.0,3000,90030,3000,,,7542,0.0,20.593696117401123
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.9, beta=2",0,,10,30,0.9,1.0,2.0,3000,90030,3000,,,7542,0.0,18.921643018722534
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.9, beta=2",1,,10,30,0.9,1.0,2.0,3000,90030,3000,,,7542,0.0,19.10770320892334
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.9, beta=2",2,,10,30,0.9,1.0,2.0,3000,90030,3000,,,7542,0.0,20.189722061157227
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.9, beta=2",3,,10,30,0.9,1.0,2.0,3000,90030,3000,,,7542,0.0,19.580140113830566
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.9, beta=2",4,,10,30,0.9,1.0,2.0,3000,90030,3000,,,7542,0.0,19.54232621192932
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.9, beta=2",5,,10,30,0.9,1.0,2.0,3000,90030,3000,,,7542,0.0,19.370825052261353
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.9, beta=2",6,,10,30,0.9,1.0,2.0,3000,90030,3000,,,7944,5.330151153540175,19.393717050552368
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.9, beta=2",7,,10,30,0.9,1.0,2.0,3000,90030,3000,,,7542,0.0,19.66797709465027
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.9, beta=2",8,,10,30,0.9,1.0,2.0,3000,90030,3000,,,7542,0.0,19.08526301383972
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.9, beta=2",9,,10,30,0.9,1.0,2.0,3000,90030,3000,,,7796,3.367806947759215,19.009092092514038
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.9, beta=2",10,,10,30,0.9,1.0,2.0,3000,90030,3000,,,7542,0.0,19.03960394859314
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.9, beta=2",11,,10,30,0.9,1.0,2.0,3000,90030,3000,,,7542,0.0,18.913928985595703
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.9, beta=2",12,,10,30,0.9,1.0,2.0,3000,90030,3000,,,7542,0.0,18.92907691001892
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.9, beta=2",13,,10,30,0.9,1.0,2.0,3000,90030,3000,,,7542,0.0,19.04219388961792
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.9, beta=2",14,,10,30,0.9,1.0,2.0,3000,90030,3000,,,7542,0.0,18.918377161026
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.9, beta=3",0,,10,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,18.889192819595337
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.9, beta=3",1,,10,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,18.895539045333862
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.9, beta=3",2,,10,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,18.934552907943726
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.9, beta=3",3,,10,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,18.896939992904663
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.9, beta=3",4,,10,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,18.88517999649048
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.9, beta=3",5,,10,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,18.98590087890625
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.9, beta=3",6,,10,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,18.874908924102783
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.9, beta=3",7,,10,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,18.88862109184265
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.9, beta=3",8,,10,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,19.058437824249268
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.9, beta=3",9,,10,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,18.912712812423706
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.9, beta=3",10,,10,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,18.831876039505005
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.9, beta=3",11,,10,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,18.962900161743164
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.9, beta=3",12,,10,30,0.9,1.0,3.0,3000,90030,3000,,,7715,2.2938212675682843,18.897763967514038
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.9, beta=3",13,,10,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,18.866587162017822
tsp,tsp,52,berlin52,P-ACO,"K=10, ants=30, q0=0.9, beta=3",14,,10,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,19.05427622795105
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.7, beta=2",0,,20,30,0.7,1.0,2.0,3000,90030,3000,,,7542,0.0,20.394466161727905
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.7, beta=2",1,,20,30,0.7,1.0,2.0,3000,90030,3000,,,7542,0.0,20.39364719390869
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.7, beta=2",2,,20,30,0.7,1.0,2.0,3000,90030,3000,,,7542,0.0,20.53427290916443
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.7, beta=2",3,,20,30,0.7,1.0,2.0,3000,90030,3000,,,7542,0.0,20.437989234924316
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.7, beta=2",4,,20,30,0.7,1.0,2.0,3000,90030,3000,,,7542,0.0,20.437578201293945
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.7, beta=2",5,,20,30,0.7,1.0,2.0,3000,90030,3000,,,7542,0.0,20.562759160995483
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.7, beta=2",6,,20,30,0.7,1.0,2.0,3000,90030,3000,,,7542,0.0,20.478430032730103
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.7, beta=2",7,,20,30,0.7,1.0,2.0,3000,90030,3000,,,7542,0.0,20.429467916488647
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.7, beta=2",8,,20,30,0.7,1.0,2.0,3000,90030,3000,,,7542,0.0,20.58241629600525
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.7, beta=2",9,,20,30,0.7,1.0,2.0,3000,90030,3000,,,7542,0.0,20.43277382850647
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.7, beta=2",10,,20,30,0.7,1.0,2.0,3000,90030,3000,,,7542,0.0,20.42012310028076
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.7, beta=2",11,,20,30,0.7,1.0,2.0,3000,90030,3000,,,7542,0.0,20.516227960586548
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.7, beta=2",12,,20,30,0.7,1.0,2.0,3000,90030,3000,,,7542,0.0,20.43503475189209
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.7, beta=2",13,,20,30,0.7,1.0,2.0,3000,90030,3000,,,7542,0.0,20.43943214416504
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.7, beta=2",14,,20,30,0.7,1.0,2.0,3000,90030,3000,,,7542,0.0,20.5120267868042
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.7, beta=3",0,,20,30,0.7,1.0,3.0,3000,90030,3000,,,7542,0.0,20.498968839645386
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.7, beta=3",1,,20,30,0.7,1.0,3.0,3000,90030,3000,,,7542,0.0,20.547669887542725
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.7, beta=3",2,,20,30,0.7,1.0,3.0,3000,90030,3000,,,7542,0.0,20.552945137023926
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.7, beta=3",3,,20,30,0.7,1.0,3.0,3000,90030,3000,,,7542,0.0,20.456318140029907
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.7, beta=3",4,,20,30,0.7,1.0,3.0,3000,90030,3000,,,7542,0.0,20.444552898406982
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.7, beta=3",5,,20,30,0.7,1.0,3.0,3000,90030,3000,,,7542,0.0,20.589845180511475
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.7, beta=3",6,,20,30,0.7,1.0,3.0,3000,90030,3000,,,7862,4.242906390877751,20.425177097320557
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.7, beta=3",7,,20,30,0.7,1.0,3.0,3000,90030,3000,,,7542,0.0,20.47977113723755
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.7, beta=3",8,,20,30,0.7,1.0,3.0,3000,90030,3000,,,7542,0.0,20.53594183921814
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.7, beta=3",9,,20,30,0.7,1.0,3.0,3000,90030,3000,,,7542,0.0,20.518604040145874
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.7, beta=3",10,,20,30,0.7,1.0,3.0,3000,90030,3000,,,7542,0.0,20.878549098968506
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.7, beta=3",11,,20,30,0.7,1.0,3.0,3000,90030,3000,,,7542,0.0,20.560627937316895
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.7, beta=3",12,,20,30,0.7,1.0,3.0,3000,90030,3000,,,7542,0.0,20.458504915237427
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.7, beta=3",13,,20,30,0.7,1.0,3.0,3000,90030,3000,,,7542,0.0,20.550631999969482
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.7, beta=3",14,,20,30,0.7,1.0,3.0,3000,90030,3000,,,7542,0.0,20.559659957885742
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.9, beta=2",0,,20,30,0.9,1.0,2.0,3000,90030,3000,,,7542,0.0,18.96271586418152
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.9, beta=2",1,,20,30,0.9,1.0,2.0,3000,90030,3000,,,7542,0.0,18.989248037338257
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.9, beta=2",2,,20,30,0.9,1.0,2.0,3000,90030,3000,,,7542,0.0,19.127025842666626
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.9, beta=2",3,,20,30,0.9,1.0,2.0,3000,90030,3000,,,7542,0.0,18.965929985046387
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.9, beta=2",4,,20,30,0.9,1.0,2.0,3000,90030,3000,,,7542,0.0,18.956851959228516
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.9, beta=2",5,,20,30,0.9,1.0,2.0,3000,90030,3000,,,7542,0.0,19.08534002304077
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.9, beta=2",6,,20,30,0.9,1.0,2.0,3000,90030,3000,,,7715,2.2938212675682843,19.00599718093872
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.9, beta=2",7,,20,30,0.9,1.0,2.0,3000,90030,3000,,,7730,2.492707504640679,19.02108597755432
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.9, beta=2",8,,20,30,0.9,1.0,2.0,3000,90030,3000,,,7542,0.0,19.243579864501953
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.9, beta=2",9,,20,30,0.9,1.0,2.0,3000,90030,3000,,,7542,0.0,321.15922379493713
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.9, beta=2",10,,20,30,0.9,1.0,2.0,3000,90030,3000,,,7542,0.0,18.3519287109375
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.9, beta=2",11,,20,30,0.9,1.0,2.0,3000,90030,3000,,,7542,0.0,319.4229688644409
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.9, beta=2",12,,20,30,0.9,1.0,2.0,3000,90030,3000,,,7542,0.0,58.993016719818115
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.9, beta=2",13,,20,30,0.9,1.0,2.0,3000,90030,3000,,,7542,0.0,18.756770133972168
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.9, beta=2",14,,20,30,0.9,1.0,2.0,3000,90030,3000,,,7542,0.0,18.82485008239746
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.9, beta=3",0,,20,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,18.842979669570923
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.9, beta=3",1,,20,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,18.814325094223022
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.9, beta=3",2,,20,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,18.968420028686523
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.9, beta=3",3,,20,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,18.848793268203735
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.9, beta=3",4,,20,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,18.828241109848022
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.9, beta=3",5,,20,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,18.88717794418335
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.9, beta=3",6,,20,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,18.998584032058716
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.9, beta=3",7,,20,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,18.942076921463013
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.9, beta=3",8,,20,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,18.919008016586304
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.9, beta=3",9,,20,30,0.9,1.0,3.0,3000,90030,3000,,,7547,0.06629541235746486,19.08720898628235
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.9, beta=3",10,,20,30,0.9,1.0,3.0,3000,90030,3000,,,7547,0.06629541235746486,18.892096996307373
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.9, beta=3",11,,20,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,18.921489238739014
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.9, beta=3",12,,20,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,19.009305000305176
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.9, beta=3",13,,20,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,18.92116904258728
tsp,tsp,52,berlin52,P-ACO,"K=20, ants=30, q0=0.9, beta=3",14,,20,30,0.9,1.0,3.0,3000,90030,3000,,,7542,0.0,18.885886907577515
